Area,Area Confidence,Perimeter,Perimeter Confidence,Compactness,Compactness Confidence,Kernel Length,Kernel Length Confidence,Kernel Width,Kernel Width Confidence,Asymmetry Coefficient,Asymmetry Coefficient Confidence,Kernel Groove Length,Kernel Groove Length Confidence
12.26,99.95667564602105,13.6,99.48505661531229,0.8333,98.98917425662128,5.4079999999999995,99.7704218447839,2.833,99.5641416806037,4.756,96.03876656678352,5.36,98.1879573097149
11.18,99.94112647802591,13.04,99.66004720409354,0.8266,99.38767892292805,5.22,99.8592764576543,2.693,99.93897297917343,3.332,99.88926434502044,5.001,99.97072043178325
11.36,99.99466439534108,13.05,99.71153573388665,0.8382,99.50527978172909,5.175,99.33043268048084,2.755,99.45932972038895,4.048,99.46487911130892,5.263,95.3946747144223
11.19,99.16036860161304,13.05,99.67816610958431,0.8253,99.99859856710526,5.25,99.71815871636774,2.675,99.4800916464733,5.813,95.04401259242537,5.218999999999999,99.37542112485403
11.34,99.70782845548352,12.87,99.97294706491493,0.8596,99.9907197628431,5.053,99.98829031308006,2.8489999999999998,99.22896880461568,3.347,97.72937754782085,5.003,95.65614995574506
12.13,99.25109635093433,13.73,98.27755381516684,0.8081,97.43236344471367,5.394,97.91192980842231,2.745,99.97552004655054,4.825,98.17355307840509,5.22,98.59075872931419
11.75,99.68480271731787,13.52,99.19118428595517,0.8082,98.38059195938766,5.444,99.63042104044226,2.678,99.90567881274345,4.378,98.48561925868037,5.31,99.76586098303096
11.49,99.7476144828269,13.22,99.98746924413481,0.8263,99.8009133126967,5.303999999999999,99.55877404097333,2.695,99.23880055175002,5.388,98.20038004940602,5.31,99.36474554836076
12.54,99.74791944217502,13.67,99.88727982664928,0.8425,99.47098571540714,5.4510000000000005,99.83093121112515,2.8789999999999996,99.3436557471307,3.082,98.35494906563,5.4910000000000005,95.47290413372508
12.02,98.84145940126955,13.33,99.59824691905995,0.8503,98.19462429584021,5.35,99.0502420361752,2.81,98.90464124187076,4.271,93.7328320774694,5.308,97.75759525356548
12.05,99.92056938735948,13.41,99.39636834683088,0.8416,99.66106427699675,5.267,99.481715366659,2.847,99.6295851320137,4.988,95.89405641075217,5.046,98.84901865854559
12.55,99.59691903457836,13.57,99.67811228198605,0.8558,99.35895858995347,5.332999999999999,99.63901457308889,2.968,99.22066637800157,4.419,92.25551786172308,5.176,98.20997157240234
11.14,98.7840721220058,12.79,99.27581896202963,0.8558,99.01917365380515,5.011,98.69155943375313,2.7939999999999996,99.19659239627916,6.388,92.27878144913936,5.0489999999999995,99.99639121608837
12.1,99.38663008095438,13.15,99.59371729283538,0.8793,97.8938239117267,5.105,99.4679662974208,2.9410000000000003,98.92270591441225,2.201,93.48443408845155,5.056,96.06931822558725
12.44,99.78363474839857,13.59,99.34693840846975,0.8462,99.6676813184037,5.319,99.09214775974273,2.897,99.84468090653063,4.9239999999999995,95.28870830132567,5.27,98.25013896918844
12.15,99.3162990971242,13.45,99.73764306888881,0.8443,99.77455653047006,5.417000000000001,98.73669487428545,2.8369999999999997,99.68435764808773,3.638,94.25959442562889,5.337999999999999,97.24899276708814
11.35,99.61235758402206,13.12,99.27685929774866,0.8291,98.9235423498567,5.176,98.37375522275961,2.668,97.91593473469503,4.337,98.73394050573667,5.132000000000001,99.39509466569284
11.24,99.90512695580283,13.0,99.20458532143435,0.8359,99.85103917755698,5.09,98.19926324249104,2.715,99.18061715324036,3.5210000000000004,99.6279127555184,5.088,97.11514785543139
11.02,97.3882494781944,13.0,98.74510909819448,0.8189,97.89489879697199,5.325,98.78569760696668,2.701,98.1976210444689,6.735,89.62950190827416,5.162999999999999,96.60185750389282
11.55,98.18123423695134,13.1,99.45939006845424,0.8455,99.1889637687763,5.167000000000001,99.5846433276796,2.845,99.66882718308517,6.715,92.73529355318048,4.956,96.149609993655
11.27,99.93864180089183,12.97,99.46521381583187,0.8419,99.9188428345393,5.088,98.99810629272498,2.763,99.74027666016451,4.309,98.10004058410628,5.0,98.39967041204844
11.4,99.30447865173689,13.08,99.65706062393087,0.8375,99.69903311999397,5.136,98.58590245315779,2.763,99.58396135690055,5.587999999999999,97.30962129825218,5.0889999999999995,99.94191094528145
10.83,98.58127775615976,12.96,99.89821106797126,0.8099,97.48526643681488,5.278,99.41548905724173,2.641,98.03676937387841,5.182,95.20654827862603,5.185,99.75761457559223
10.8,99.58448195586264,12.57,99.35912550195644,0.8590000000000001,99.35448228435425,4.981,99.52691710371153,2.821,98.006474692621,4.773,98.27948741811167,5.063,94.50910255655074
11.26,99.89826127679649,13.01,99.89245373499904,0.8355,99.219690045497,5.186,99.67899176125246,2.71,98.90876000173358,5.335,98.67720477686099,5.092,99.39669382452259
10.74,99.74378698889593,12.73,99.49601690332543,0.8329,98.84308305318537,5.145,99.13797024980326,2.642,98.99134340146428,4.702,99.53574817332459,4.963,98.93276562115116
11.48,99.97677972685037,13.05,99.52786839497445,0.8473,98.04913616967387,5.18,99.8580067713455,2.758,97.94717529038938,5.876,98.0719151499125,5.002,97.13929764969183
12.21,98.96371119654134,13.47,99.70597432308122,0.8453,98.52458069766675,5.357,99.67475645271972,2.8930000000000002,98.57403398659802,1.661,75.74751896229284,5.178,98.08418198246719
11.41,99.10881176594543,12.95,99.91003135694073,0.856,97.44783511559983,5.09,99.81032696721881,2.775,97.50374486170665,4.957,96.45425097515876,4.825,97.33500694684494
12.46,99.59828947667917,13.41,99.96214614826648,0.8706,99.91354492581591,5.236000000000001,99.64587561740612,3.017,99.18227024200093,4.987,93.95322017825143,5.147,97.29046481195903
12.19,99.47643202451708,13.36,99.84190079890593,0.8579,99.48101509480948,5.24,99.83620962587607,2.909,99.74177245429554,4.857,94.73564625168564,5.1579999999999995,98.21111680934783
11.65,99.87751408360846,13.07,99.94989640358882,0.8575,99.31955062078828,5.1080000000000005,99.08192997181732,2.85,99.59872881897599,5.209,99.1215999666747,5.135,97.36475838719146
12.89,99.52300083675037,13.77,99.50392878073602,0.8541,98.51118715994383,5.495,98.45473071529366,3.0260000000000002,98.20450657005884,6.185,98.34368698548506,5.316,99.7084026990843
11.56,99.7895252148772,13.31,99.61548243306805,0.8198,99.73579634733795,5.3629999999999995,99.78423461480611,2.6830000000000003,99.42802649133668,4.062,97.20152393480352,5.182,99.50951184904896
11.81,99.91825936978978,13.45,99.64644296361934,0.8198,99.3370197096205,5.412999999999999,99.91029141562925,2.716,99.81721884447317,4.898,98.61012217249841,5.352,99.43764710224595
10.91,99.59026838571279,12.8,99.88984868009496,0.8372,98.93009940236202,5.088,99.66822329646374,2.675,98.7601129235063,4.178999999999999,98.88392045559013,4.956,99.67736090413729
11.23,97.46594314617909,12.82,98.01732597003641,0.8594,98.70650014251049,5.0889999999999995,99.78455246711377,2.821,98.99977757079111,7.524,86.92398130775814,4.957,94.74729651705661
10.59,99.97559684569663,12.41,99.16252402087333,0.8648,98.90787501049716,4.899,99.43944734665513,2.787,99.86713762015737,4.975,98.63672185501379,4.794,98.44958889609397
10.93,99.29214931160483,12.8,99.96215781589702,0.8390000000000001,99.9628655079123,5.046,98.78972970886932,2.717,99.6662708848358,5.398,95.96625775748862,5.045,98.96454339864434
11.27,99.35907874100046,12.86,99.76846418261816,0.8563,99.11889622944243,5.091,99.57363201342336,2.804,99.89722491040631,3.985,96.0988810967063,5.001,97.33826661254147
11.87,98.95247861692164,13.02,99.30293908032053,0.8795,98.70000042329622,5.132000000000001,98.87147468284022,2.9530000000000003,99.49653028965027,3.597,93.22168331053723,5.132000000000001,94.4875943008953
10.82,99.87285234839399,12.83,99.74293271468105,0.8256,99.53609355889967,5.18,99.74610963927594,2.63,99.33407732676781,4.853,97.98629270049537,5.0889999999999995,99.96024328350505
12.11,99.63123338101632,13.27,99.89353147339722,0.8639,99.19884056886339,5.236000000000001,98.67582466518122,2.975,98.41390389692442,4.132,92.1287987893764,5.012,98.02768304993295
12.8,99.46127002583009,13.47,99.78796291321487,0.8859999999999999,99.85142952771004,5.16,99.95133977701815,3.1260000000000003,99.47480630220015,4.873,91.51034510422662,4.914,99.07759934337957
12.79,99.35355862554167,13.53,99.96965452723768,0.8786,98.7011279716554,5.224,99.96797905758355,3.054,99.13182791243494,5.483,93.85200155703546,4.958,98.56686981103974
13.37,98.83032833275406,13.78,99.93278019071627,0.8849,98.46886330407658,5.32,99.64995527551353,3.128,99.25913719419593,4.67,88.8413105109299,5.091,99.44117393749372
12.62,99.46905462918816,13.67,99.71064448885394,0.8481,99.9582022856558,5.41,99.66460482660983,2.911,99.953310941421,3.306,93.41738777830948,5.231,98.63716180452455
12.76,99.58892214422838,13.38,99.81270291530213,0.8964,99.66815377975216,5.073,99.53699467735518,3.155,99.4578985783665,2.8280000000000003,94.08430985709002,4.83,97.29900990842287
12.38,99.81714560877691,13.44,99.66011192576634,0.8609,99.22048042172169,5.218999999999999,99.5986512650181,2.989,99.30943888697287,5.472,96.6614676671428,5.045,99.74800090526801
12.67,99.85885618849613,13.32,99.59581423449129,0.8977,99.18642389542912,4.984,98.24973766114736,3.135,99.68750940244763,2.3,97.42552535369286,4.745,97.89618995300361
11.18,98.7688123657441,12.72,99.52656247191292,0.868,97.53666456994154,5.0089999999999995,99.41143712072554,2.81,98.58995834033688,4.051,94.3276047231435,4.828,99.06179390219914
12.7,97.39529692156859,13.41,97.99058094773315,0.8874,98.41259648682733,5.183,99.09820717756507,3.091,98.77607452307892,8.456,87.08513211279536,5.0,93.13131233788971
12.37,99.78402428579815,13.47,99.1027626286178,0.8567,99.19876388567039,5.204,99.08166624780303,2.96,99.61325277552203,3.9189999999999996,92.70576542612919,5.001,98.75479527659769
12.19,98.87242362071812,13.2,99.87400762810987,0.8783,98.44664844101901,5.1370000000000005,99.36419291496559,2.9810000000000003,99.39949240834808,3.6310000000000002,90.1071739346457,4.87,99.16819160338702
11.23,99.60507128951377,12.88,99.6326336940679,0.8511,99.68687095982854,5.14,99.00309734332963,2.795,99.56148229084647,4.325,96.6892292364541,5.003,98.24926821936815
13.2,97.1580812875483,13.66,98.6089106018938,0.8883,98.81165543844331,5.236000000000001,99.28126230651392,3.2319999999999998,98.68008440511483,8.315,89.05809741906829,5.056,95.45594300388983
11.84,99.34278825965275,13.21,99.59176458921532,0.8521,99.21196914478497,5.175,99.43547458536696,2.8360000000000003,99.18991551833517,3.5980000000000003,94.6272369725066,5.044,98.31856308026964
12.3,99.71407515882716,13.34,99.58025397842451,0.8684,99.29659645028018,5.242999999999999,99.29072775917767,2.9739999999999998,99.98404570210508,5.6370000000000005,96.74842217313955,5.063,99.8003833423231
